seqIndex,netCharge,FC,LW,DP,NK,AE,pcMK,_SolventAccessibilityD1025,tau2_GRAR740104,tau4_GRAR740104,QSO50_GRAR740104,QSO29_GRAR740104
716,1.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,9589.125,8358.0,0.0,0.024542
717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10981.5,11358.0,0.0,5.8e-05
718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11314.625,10702.5,0.0,0.024635
719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10988.0,9647.833333333334,0.0,0.0
720,-1.0,0.0,0.0,0.0,0.0,11.11,0.0,10.0,12197.375,9788.0,0.0,0.044626
721,-1.0,0.0,0.0,0.0,0.0,11.11,0.0,20.0,10921.375,6283.833333333333,0.0,0.028195
722,0.0,0.0,0.0,0.0,0.0,11.11,0.0,10.0,10250.75,7852.0,0.0,0.035354
723,-1.0,0.0,0.0,0.0,0.0,11.11,0.0,10.0,12103.25,6722.666666666667,0.0,0.02656
724,-1.0,0.0,0.0,0.0,0.0,11.11,0.0,30.0,11698.25,5954.166666666667,0.0,0.008478
725,0.0,0.0,0.0,0.0,0.0,11.11,0.0,20.0,9377.75,5793.333333333333,0.0,0.001723
726,0.0,0.0,0.0,0.0,0.0,11.11,0.0,10.0,8950.625,7387.166666666667,0.0,6.9e-05
727,0.0,0.0,11.11,0.0,0.0,11.11,0.0,10.0,9499.25,11237.833333333334,0.0,0.009104
728,0.0,0.0,0.0,0.0,10.0,0.0,0.5,27.273,11767.555555555555,6672.0,0.0,0.059169
729,0.0,0.0,0.0,0.0,10.0,0.0,0.0,18.182,11295.666666666666,8355.0,0.0,0.055545
730,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.091,12466.777777777777,7195.0,0.0,0.067837
731,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.091,12509.0,7954.0,0.0,0.056625
732,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.091,14922.888888888889,8019.571428571428,0.0,0.025254
733,0.0,0.0,0.0,0.0,10.0,0.0,0.0,18.182,16794.88888888889,5150.285714285715,0.0,0.052031
734,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.091,16970.88888888889,4666.857142857143,0.0,0.045384
735,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.091,16970.88888888889,4520.571428571428,0.0,0.045384
736,0.0,0.0,0.0,0.0,10.0,0.0,0.0,27.273,16201.666666666666,6167.428571428572,0.0,0.058881
737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,14055.777777777777,7852.0,0.0,0.045803
738,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,14725.444444444445,7540.0,0.0,0.021537
739,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,12420.111111111111,7591.0,0.0,0.053805
740,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,14532.111111111111,9892.285714285714,0.0,0.045519
741,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,12371.222222222223,10043.142857142857,0.0,0.025939
742,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,10408.555555555555,14269.42857142857,0.0,0.063528
743,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,9871.555555555555,12214.57142857143,0.0,0.047627
744,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,9324.888888888889,12151.714285714286,0.0,0.022427
745,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9940.888888888889,12816.857142857143,0.0,0.053165
746,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,10509.777777777777,12843.0,0.0,0.043246
747,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9621.444444444445,10900.0,0.0,0.059779
748,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,8639.666666666666,11033.57142857143,0.0,0.055994
749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,6823.777777777777,9410.857142857143,0.0,0.054285
750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,6032.666666666667,8801.714285714286,0.0,0.057989
751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,6870.888888888889,8421.0,0.0,0.041448
752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,6602.888888888889,8920.285714285714,0.0,0.046571
753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,5697.888888888889,9222.0,0.0,0.025732
754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,5043.555555555556,9058.714285714286,0.0,0.05406
755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,5646.333333333333,8143.428571428572,0.0,0.059295
756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,5901.333333333333,5539.857142857143,0.0,0.05743
757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7528.111111111111,4859.714285714285,0.0,0.077277
758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7916.444444444444,5240.428571428572,0.0,0.068495
759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9723.555555555555,4679.428571428572,0.0,0.0457
760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909,10509.333333333334,5145.714285714285,0.0,0.020603
761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.818,12471.666666666666,4648.428571428572,0.0,0.001772
762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,14073.888888888889,4393.428571428572,0.0,0.036632
763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,15433.888888888889,4539.714285714285,0.0,0.0556
764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,15923.111111111111,5911.714285714285,0.0,0.047326
765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,16598.666666666668,5943.0,0.0,0.047877
766,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,15953.666666666666,8533.714285714286,0.0,0.026239
767,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,15401.222222222223,7765.714285714285,0.0,0.008129
768,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,16352.222222222223,10486.285714285714,0.0,0.001633
769,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,15792.555555555555,11855.57142857143,0.0,0.013728
770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,14612.444444444445,13025.857142857143,0.0,0.033949
771,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,12692.444444444445,14374.42857142857,0.0,0.050159
772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,11544.111111111111,13855.0,0.0,0.04265
773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9428.111111111111,9880.714285714286,0.0,0.008722
774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9284.222222222223,11078.57142857143,0.0,0.016336
775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,9622.555555555555,10055.285714285714,0.0,0.058911
776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,9346.666666666666,8539.714285714286,0.0,0.062309
777,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7083.555555555556,9455.285714285714,0.0,0.043423
778,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,6576.555555555556,8078.857142857143,0.0,0.048981
779,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,6599.333333333333,7530.285714285715,0.0,0.055253
780,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,7559.333333333333,8487.42857142857,0.0,0.06912
781,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,8002.0,8487.42857142857,0.0,0.06285
782,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,8002.0,8276.42857142857,0.0,0.069293
783,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,8442.0,9101.57142857143,0.0,0.074711
784,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7121.888888888889,6869.428571428572,0.0,0.038389
785,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7265.777777777777,5645.428571428572,0.0,0.017608
786,3.0,0.0,0.0,0.0,0.0,0.0,0.0,45.455,7330.777777777777,6385.0,0.0,0.016318
787,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,6770.666666666667,6492.428571428572,0.0,0.030205
788,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,6472.0,8151.857142857143,0.0,0.036301
789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,6340.0,7982.142857142857,0.0,0.045628
790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,6048.333333333333,7385.571428571428,0.0,0.06922
791,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,6461.777777777777,10686.142857142857,0.0,0.091379
792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,5490.111111111111,12657.57142857143,0.0,0.06532
793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.455,6514.111111111111,11521.57142857143,0.0,0.030326
794,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,5490.111111111111,10653.0,0.0,0.043753
795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,4961.222222222223,8681.57142857143,0.0,0.031334
796,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,5637.222222222223,8234.142857142857,0.0,0.022531
797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5143.888888888889,10237.714285714286,0.0,0.021104
798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909,4589.333333333333,7385.142857142857,0.0,0.013304
799,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.818,4945.333333333333,5897.142857142857,0.0,0.003283
800,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.727,4727.888888888889,6236.571428571428,0.0,0.001909
801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5446.555555555556,5788.571428571428,0.0,0.049675
802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6388.0,6848.0,0.0,0.067173
803,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909,7455.111111111111,5978.857142857143,0.0,0.034522
804,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,7350.111111111111,5506.857142857143,0.0,0.017742
805,-4.0,0.0,0.0,0.0,0.0,10.0,0.0,27.273,6674.111111111111,6430.857142857143,0.0,0.022416
806,-5.0,0.0,0.0,0.0,0.0,10.0,0.0,18.182,7559.444444444444,7918.857142857143,0.0,0.039105
807,-5.0,0.0,0.0,0.0,0.0,10.0,0.0,9.091,9657.111111111111,10615.857142857143,0.0,0.05879
808,-5.0,0.0,0.0,0.0,0.0,10.0,0.0,36.364,9657.111111111111,11130.142857142857,0.0,0.05879
809,-3.0,0.0,0.0,0.0,0.0,10.0,0.0,27.273,10805.555555555555,9486.57142857143,0.0,0.032206
810,-2.0,0.0,0.0,0.0,0.0,10.0,0.0,18.182,12339.444444444445,12286.57142857143,0.0,0.04907
811,-2.0,0.0,0.0,0.0,0.0,10.0,0.0,9.091,11646.111111111111,11058.0,0.0,0.036683
812,-1.0,0.0,0.0,0.0,0.0,10.0,0.0,9.091,11690.111111111111,11058.0,0.0,0.004431
813,-1.0,0.0,0.0,0.0,0.0,10.0,0.0,18.182,12175.444444444445,9835.57142857143,0.0,0.008741
814,1.0,0.0,0.0,0.0,0.0,10.0,0.0,9.091,12289.222222222223,8021.285714285715,0.0,0.011801
815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,11486.555555555555,10851.142857142857,0.0,0.008714
816,3.0,0.0,0.0,0.0,10.0,0.0,0.0,18.182,8919.444444444445,10549.42857142857,0.0,0.025381
817,4.0,0.0,0.0,0.0,10.0,0.0,0.0,9.091,10453.333333333334,8958.57142857143,0.0,0.055898
818,4.0,0.0,0.0,0.0,10.0,0.0,0.0,9.091,9911.666666666666,9459.142857142857,0.0,0.052513
819,4.0,0.0,0.0,0.0,10.0,0.0,0.0,81.818,8251.111111111111,8690.714285714286,0.0,0.043503
820,2.0,0.0,0.0,0.0,10.0,0.0,0.0,72.727,9823.444444444445,9278.857142857143,0.0,0.079523
821,2.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,9891.111111111111,7861.714285714285,0.0,0.078318
822,1.0,0.0,0.0,0.0,10.0,0.0,0.0,90.909,8950.666666666666,8174.714285714285,0.0,0.032532
823,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,81.818,11014.666666666666,8632.0,0.0,0.018748
824,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,13681.222222222223,11454.857142857143,0.0,0.041069
825,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,90.909,14005.222222222223,11766.857142857143,0.0,0.037589
826,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.818,12724.333333333334,11694.857142857143,0.0,0.024142
827,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,72.727,12245.555555555555,10237.57142857143,0.0,0.048699
828,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12625.222222222223,10168.42857142857,0.0,0.040706
829,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909,9780.777777777777,6927.857142857143,0.0,0.019128
830,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,81.818,11068.777777777777,6626.571428571428,0.0,0.049538
831,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,72.727,11068.777777777777,2594.5714285714284,0.0,0.053919
832,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,63.636,9360.444444444445,2382.0,0.0,0.015899
833,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.545,6224.444444444444,1850.4285714285713,0.0,0.062742
834,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.455,6460.555555555556,2907.0,0.0,0.05092
835,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7135.555555555556,5472.142857142857,0.0,0.033692
836,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909,8156.0,5536.142857142857,0.0,0.046164
837,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8860.888888888889,6605.857142857143,0.0,0.053298
838,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909,9096.0,7662.428571428572,0.0,0.042436
839,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,81.818,7340.333333333333,9702.42857142857,0.0,0.004837
840,0.0,0.0,0.0,0.0,10.0,0.0,0.0,72.727,8322.111111111111,11794.0,0.0,0.00786
841,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,8563.777777777777,10737.42857142857,0.0,0.015285
842,1.0,0.0,0.0,0.0,10.0,0.0,0.0,36.364,9609.222222222223,10699.285714285714,0.0,0.037066
843,1.0,0.0,0.0,0.0,10.0,0.0,0.0,27.273,9397.555555555555,10521.0,0.0,0.051297
844,2.0,0.0,0.0,0.0,10.0,0.0,0.0,18.182,7916.222222222223,10664.57142857143,0.0,0.041178
845,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.091,7282.888888888889,10980.0,0.0,0.031302
846,0.0,0.0,0.0,0.0,10.0,0.0,0.0,63.636,5257.888888888889,8469.0,0.0,0.021025
847,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.091,7017.888888888889,9258.0,0.0,0.050063
848,1.0,0.0,0.0,0.0,10.0,0.0,0.0,90.909,6965.555555555556,10105.0,0.0,0.058247
849,1.0,0.0,0.0,0.0,10.0,0.0,0.0,27.273,5986.555555555556,10298.57142857143,0.0,0.031867
850,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,5389.222222222223,11511.857142857143,0.0,0.056491
851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,4346.555555555556,9996.285714285714,0.0,0.034264
852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,5154.111111111111,10052.857142857143,0.0,0.051827
853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.455,6880.777777777777,12395.857142857143,0.0,0.054215
854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,7613.666666666667,11030.857142857143,0.0,0.028817
855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,7848.777777777777,13355.42857142857,0.0,0.031034
856,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,6367.444444444444,10992.0,0.0,0.018072
857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7674.111111111111,11673.0,0.0,0.016164
858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,9636.777777777777,12856.0,0.0,0.05584
859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9636.777777777777,14771.57142857143,0.0,0.061137
860,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,10103.444444444445,12448.142857142857,0.0,0.036235
861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,8947.444444444445,11078.857142857143,0.0,0.016072
862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7236.0,10434.285714285714,0.0,0.031471
863,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,9079.111111111111,14303.42857142857,0.0,0.049112
864,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,8957.777777777777,13316.0,0.0,0.064633
865,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,9740.0,13505.0,0.0,0.051659
866,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9890.555555555555,11858.142857142857,0.0,0.031766
867,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,8766.111111111111,14835.142857142857,0.0,0.060232
868,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.182,9039.111111111111,15898.0,0.0,0.055102
869,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.091,9572.444444444445,14886.57142857143,0.0,0.029709
870,0.0,0.0,0.0,0.0,0.0,0.0,0.5,18.182,10101.444444444445,12357.57142857143,0.0,0.015357
871,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.091,10751.222222222223,12229.714285714286,0.0,0.011938
872,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.091,7464.111111111111,11537.857142857143,0.0,0.062596
873,0.0,0.0,0.0,0.0,0.0,0.0,0.5,18.182,7546.333333333333,12144.714285714286,0.0,0.088918
874,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.091,8817.444444444445,11788.142857142857,0.0,0.064783
875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,18.182,7542.444444444444,11404.142857142857,0.0,0.044878
876,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.091,7997.444444444444,10549.142857142857,0.0,0.035323
877,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,63.636,7922.777777777777,11156.0,0.0,0.031501
878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.545,8216.0,10074.714285714286,0.0,0.036143
879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,8843.0,11091.857142857143,0.0,0.020702
880,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7889.222222222223,10023.285714285714,0.0,0.018049
881,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,7892.0,8358.285714285714,0.0,0.017088
882,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7789.444444444444,8064.714285714285,0.0,0.015596
883,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,5225.111111111111,7404.142857142857,0.0,0.061736
884,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909,4589.555555555556,5516.571428571428,0.0,0.056792
885,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.818,5288.666666666667,8237.142857142857,0.0,0.02204
886,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,6132.555555555556,8364.0,0.0,0.037504
887,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,6831.666666666667,7128.428571428572,0.0,0.073666
888,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,5675.666666666667,6979.142857142857,0.0,0.050862
889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,6496.111111111111,6864.142857142857,0.0,0.006806
890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,6547.111111111111,6933.285714285715,0.0,0.007741
891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7499.111111111111,6516.714285714285,0.0,0.033501
892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,10165.777777777777,6799.714285714285,0.0,0.067081
893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,12427.111111111111,6032.142857142857,0.0,0.050022
894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,11040.444444444445,7888.714285714285,0.0,0.028388
895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,9884.444444444445,9574.0,0.0,0.051799
896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,8497.777777777777,9157.42857142857,0.0,0.068943
897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,10964.555555555555,12259.857142857143,0.0,0.032239
898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,12159.555555555555,13549.142857142857,0.0,0.015065
899,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,12108.555555555555,13889.714285714286,0.0,0.015798
900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,12044.888888888889,14233.285714285714,0.0,0.014983
901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9489.222222222223,12496.857142857143,0.0,0.042115
902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.545,7396.222222222223,10456.857142857143,0.0,0.037658
903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.455,7242.888888888889,11773.42857142857,0.0,0.010102
904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,7616.666666666667,8601.857142857143,0.0,0.030862
905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,8377.222222222223,9839.57142857143,0.0,0.028759
906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,6284.222222222223,6495.428571428572,0.0,0.023901
907,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,4102.555555555556,7363.285714285715,0.0,0.075823
908,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,4828.777777777777,8251.142857142857,0.0,0.061328
909,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,5611.0,8879.714285714286,0.0,0.000529
910,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,6226.222222222223,7563.142857142857,0.0,0.013463
911,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,6941.444444444444,8166.714285714285,0.0,0.02118
912,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,72.727,6955.777777777777,7907.714285714285,0.0,0.039657
913,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,7671.0,7907.714285714285,0.0,0.028546
914,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,8418.0,6848.857142857143,0.0,0.04921
915,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,90.909,9292.666666666666,7932.428571428572,0.0,0.05956
916,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,36.364,9236.666666666666,8737.42857142857,0.0,0.066532
917,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,27.273,10134.444444444445,10137.57142857143,0.0,0.081101
918,1.0,0.0,0.0,0.0,0.0,0.0,0.5,18.182,9415.888888888889,11020.285714285714,0.0,0.059666
919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9398.0,9200.285714285714,0.0,0.033008
920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,9333.0,9320.42857142857,0.0,0.038455
921,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,9088.555555555555,8714.857142857143,0.0,0.029613
922,-1.0,0.0,0.0,10.0,0.0,0.0,0.0,18.182,8513.333333333334,8138.857142857143,0.0,0.004943
923,-1.0,0.0,0.0,10.0,0.0,0.0,0.0,9.091,6397.333333333333,5863.0,0.0,0.050103
924,-1.0,0.0,0.0,10.0,0.0,0.0,0.0,9.091,5344.888888888889,6160.142857142857,0.0,0.073917
925,0.0,0.0,0.0,10.0,0.0,0.0,0.0,90.909,6366.111111111111,5990.428571428572,0.0,0.046719
926,0.0,0.0,0.0,10.0,0.0,0.0,0.0,81.818,6475.444444444444,7058.0,0.0,0.039916
927,0.0,0.0,0.0,10.0,0.0,0.0,0.0,72.727,5990.111111111111,7970.0,0.0,0.039421
928,0.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,6435.0,10087.0,0.0,0.047799
929,-1.0,0.0,0.0,10.0,0.0,0.0,0.0,18.182,5784.777777777777,10363.42857142857,0.0,0.044421
930,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.091,5673.555555555556,11390.714285714286,0.0,0.050892
931,0.0,0.0,0.0,10.0,0.0,0.0,0.0,36.364,6141.555555555556,10825.0,0.0,0.057009
932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,6670.555555555556,10717.57142857143,0.0,0.034769
933,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,7630.555555555556,10807.142857142857,0.0,0.047837
934,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7547.0,9921.285714285714,0.0,0.063477
935,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,6944.333333333333,11232.714285714286,0.0,0.042531
936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,6384.222222222223,10649.857142857143,0.0,0.037779
937,0.0,0.0,0.0,0.0,0.0,0.0,0.5,18.182,8072.666666666667,10622.57142857143,0.0,0.019674
938,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,9.091,10986.0,13717.285714285714,0.0,0.027793
939,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,9.091,11656.222222222223,14776.142857142857,0.0,0.034762
940,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,9.091,11656.222222222223,15891.57142857143,0.0,0.036297
941,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,9.091,11501.0,16682.571428571428,0.0,0.030678
942,-2.0,0.0,0.0,0.0,0.0,0.0,0.5,27.273,11326.777777777777,12650.57142857143,0.0,0.016499
943,-2.0,0.0,0.0,0.0,0.0,0.0,0.5,18.182,10760.111111111111,11441.42857142857,0.0,0.029803
944,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,12471.111111111111,12456.285714285714,0.0,0.052883
945,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,18.182,14235.111111111111,9262.142857142857,0.0,0.084663
946,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,11439.666666666666,10294.714285714286,0.0,0.048485
947,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,27.273,11439.666666666666,8890.714285714286,0.0,0.048485
948,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,18.182,10704.666666666666,7953.428571428572,0.0,0.059167
949,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,11838.888888888889,9215.714285714286,0.0,0.01262
950,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,12385.222222222223,10532.285714285714,0.0,0.008504
951,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.273,12723.555555555555,8374.42857142857,0.0,0.049611
952,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.182,13395.222222222223,7356.571428571428,0.0,0.05282
953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,11064.555555555555,4308.0,0.0,0.033941
